OrderId,StopSequenceNumber,CargoChangeSequenceNumber,CargoChangeType,GeneralDescription,Weight,TruckNumber,TrailerNumber,Driver1Name,Driver2Name
"000000000147",3,1,"Unload","Quilts, nylon stockings and yoyos",9445.62,"849267868848","822858865969","Velma French",""
"000000000147",4,1,"Hook","Hot dog buns, potatoes and quilts",5480.33,"419727339737","","Alfred Thompson",""
"000000000147",4,2,"Unload","Windows, orange juice, Caesar salad mix and radium",5541.85,"101205577678","2191225024","Yancey R. Anderson",""
"000000000147",5,1,"Unload","Uranium and ice cream cones",2730.22,"","163371623418","Charles L. Perry",""
"000000000147",6,1,"Drop","Jogging pants and nylon stockings",6517.41,"506532665959","455511344008","Harriet Irvin",""
"000000000147",7,1,"Load","Jogging pants and orange juice",7985.82,"803742212857","","Harriet M. Quasnoy",""
"000000000147",7,2,"Drop","Radium and flash-frozen french fries",1830.06,"785738833857","405933514483","Louise French",""
"000000000147",8,1,"Drop","flash-frozen french fries",555.55,"628183465674","93530190277","Ulysses Lewis",""
"000000000147",9,1,"Hook","Radium, nylon stockings, jogging pants and yoyos",5742.7,"","601615496660","Quincy Ramakrishnan",""
"000000000147",9,2,"Unload","Turtle eggs and machinery",2715.51,"336492846673","918932371071","Janice French-Dawson",""
"000000000147",10,1,"Unload","Windows, radium, x-ray machine parts and uranium",5709.34,"44835820599","789116735494","Xaviera L. Nelson",""
"000000000147",11,1,"Hook","Krazy glue, apples and ice cream cones",7034.49,"678634096751","652662618715","Alfred Dawson",""
"000000000147",11,2,"Unload","Uranium and bricks",1117.1,"","869592458176","Isaiah J. Jackson-Nelson",""
"000000000147",12,1,"Unload","Quilts, nylon stockings and ice cream cones",7342.86,"38998847478","562234674303","William Grimes",""
"000000000148",2,1,"Hook","uranium",8406.54,"","","Isaiah T. Underwood",""
"000000000148",6,1,"Load","Yoyos, potatoes, uranium and turtle eggs",4572.59,"712346154740","738530772291","Harriet Benitez-Edwards",""
"000000000148",6,2,"Unload","uranium",5175.27,"600215610379","","Nancy P. Covington",""
"000000000148",7,1,"Load","Stovepipe hats, lobsters and gold",5198.24,"954840429288","415387815364","Harriet Perry",""
"000000000148",8,1,"Hook","krazy glue",7901.95,"","256473699659","Oliver O'Toole",""
"000000000148",9,1,"Hook","Nylon stockings and jogging pants",1178.36,"238405444385","830545755781","Quincy D. Mitchell",""
"000000000148",9,2,"Drop","Flash-frozen french fries, quilts, gold and velvet",9490.31,"","619701412464","George Williams",""
"000000000148",10,1,"Load","lobsters",8888.42,"861139009772","256546677432","Xaviera Benitez",""
"000000000148",10,2,"Drop","yoyos",1585.38,"680276136995","","Yancey Covington",""
"000000000148",11,1,"Unload","Stovepipe hats and velvet",8893.57,"385073953967","349673198923","Oliver T. Nelson-Underwood",""
"000000000149",2,1,"Load","Nylon stockings, windows, lobsters and engine parts",8454.77,"","515364443547","Isaiah H. Underwood",""
"000000000149",3,1,"Unload","dogfood",943.95,"129755605529","","Tammy Williams-Perry","Isaiah S. Anderson"
"000000000149",4,1,"Hook","x-ray machine parts",4207.34,"386774647342","503402022311","Yancey Q. French-Anderson",""
"000000000149",5,1,"Drop","machinery",4330.37,"323056825558","453646908618","Eduardo Nelson French",""
"000000000149",6,1,"Drop","Windows and velvet",3804.24,"155743867236","544231445620","Francis Harrison-Grimes",""
"000000000149",8,1,"Unload","Apples, engine parts, velvet and x-ray machine parts",4423.39,"","","Velma Williams Anderson",""
"000000000150",2,1,"Load","Uranium, turtle eggs and yoyos",3559.69,"565573801328","68861808260","Yancey Underwood Nelson","Harriet V. Yarbrough"
"000000000150",3,1,"Load","potatoes",2825.98,"","","Charles R. Harrison Williams",""
"000000000150",3,2,"Unload","Radium, krazy glue and machinery",5699,"279827028668","533592554999","Patricia Harrison-Kern",""
"000000000150",4,1,"Load","X-ray machine parts and bricks",8204.29,"821182732273","476798176284","Betty G. Edwards",""
"000000000150",5,1,"Load","Quilts, gold, lobsters and bricks",593.76,"","","Charles R. Harrison",""
"000000000150",6,1,"Load","krazy glue",3941.62,"","753950573532","William J. Lewis",""
"000000000150",6,2,"Unload","Caesar salad mix, krazy glue and radium",8299.99,"132809208160","349304987434","Xaviera Irvin","Oliver Xing"
"000000000150",7,1,"Load","Gold, apples, orange juice and machinery",7537.91,"","401405690311","Charles French",""
"000000000150",7,2,"Drop","bricks",4520.72,"618944425982","416157873122","Nancy S. French",""
"000000000150",9,1,"Load","Engine parts, bricks, windows and hot dog buns",7205.77,"","5995644926","Yancey Lewis",""
"000000000150",9,2,"Unload","Apples, hot dog buns and bricks",6370.61,"537398369048","","Yancey C. Smith Grimes",""
"000000000150",10,1,"Unload","Hot dog buns, jogging pants, krazy glue and ice cream cones",5602.38,"136142992142","190834742154","Danielle T. Benitez",""
"000000000151",2,1,"Load","Quilts, hot dog buns, nylon stockings and ice cream cones",9832.37,"413776018884","411098928280","William Harrison",""
"000000000151",3,1,"Load","X-ray machine parts, hot dog buns, windows and lobsters",8579.69,"644108446162","","Eduardo Y. Yarbrough","Eduardo Y. Nelson"
"000000000151",3,2,"Unload","Windows, hot dog buns and x-ray machine parts",698.02,"444439218952","","Alfred P. Quasnoy",""
"000000000151",4,1,"Load","Orange juice, turtle eggs and windows",2209.44,"290852110308","71961393852","William X. Edwards",""
"000000000151",5,1,"Load","Krazy glue and gold",4148.8,"","","Ulysses D. Edwards",""
"000000000151",5,2,"Unload","Radium and x-ray machine parts",9678.75,"299827162000","374684341381","Louise Williams",""
"000000000151",6,1,"Load","Apples and turtle eggs",9323.89,"723433145411","746707308450","Patricia Irvin-French",""
"000000000151",6,2,"Drop","Stovepipe hats, potatoes and x-ray machine parts",2511.72,"959842191321","318146816680","Ulysses L. Benitez Kern",""
"000000000151",7,1,"Load","Hot dog buns and dogfood",9461.04,"985383775040","357247243041","Louise Mitchell",""
"000000000151",8,1,"Hook","Dogfood, krazy glue, potatoes and engine parts",8142.11,"145641328967","","Isaiah E. Harrison",""
"000000000151",9,1,"Load","Jogging pants, apples, nylon stockings and Caesar salad mix",2339.51,"","73815316633","Francis Dawson",""
"000000000151",9,2,"Drop","Turtle eggs, yoyos, nylon stockings and stovepipe hats",5991.05,"897799840537","275436222197","Kevin Xing-Anderson","Ulysses J. Underwood"
"000000000151",10,1,"Load","Ice cream cones and hot dog buns",2365.02,"452253461244","881811591501","Betty Kern-French",""
"000000000151",10,2,"Drop","Engine parts, nylon stockings and ice cream cones",2773.54,"361716346854","","Francis B. French",""
"000000000151",11,1,"Load","Quilts and orange juice",2804.89,"212817097750","209162956408","Ulysses N. O'Toole",""
"000000000151",12,1,"Drop","Radium and ice cream cones",6717.32,"862641707266","","Janice I. Yarbrough",""
"000000000152",2,1,"Load","Orange juice and yoyos",3013.75,"358226024916","","Janice M. French Quasnoy",""
"000000000152",4,1,"Hook","radium",3108.98,"659995282995","31180207428","Ulysses French",""
"000000000152",5,1,"Hook","Turtle eggs, bricks, machinery and radium",4439.19,"709776929193","","Yancey Ramakrishnan",""
"000000000152",6,1,"Hook","Machinery and stovepipe hats",8864.27,"","464639950050","Charles Q. Harrison",""
"000000000152",6,2,"Unload","apples",3929.99,"529566459055","","Isaiah V. Thompson","Harriet Q. Edwards"
"000000000152",7,1,"Load","Nylon stockings and windows",7397.81,"","819075793403","Quincy M. Jackson",""
"000000000152",8,1,"Load","Bricks, flash-frozen french fries and quilts",2140.14,"989400228232","","Danielle Velazquez",""
"000000000152",10,1,"Drop","stovepipe hats",6885.87,"336957977675","","Velma N. Covington",""
"000000000153",2,1,"Hook","Yoyos, velvet and lobsters",1080.71,"","932186953640","Ulysses H. Perry",""
"000000000153",3,1,"Drop","quilts",3482.37,"669111503446","786877041788","Harriet Y. Quasnoy",""
"000000000153",4,1,"Unload","radium",2834.68,"180908215920","226707420300","Kevin Velazquez",""
"000000000153",5,1,"Load","nylon stockings",5941.21,"","102743155029","Samuel L. Williams",""
"000000000153",6,1,"Drop","machinery",8501.06,"412111719704","274342415054","Oliver Lewis",""
"000000000153",7,1,"Unload","X-ray machine parts and dogfood",3274.92,"676010318353","809670514197","Roberta T. Edwards",""
"000000000154",2,1,"Load","Velvet, jogging pants and x-ray machine parts",7644.63,"94795302327","582065089359","Yancey Williams",""
"000000000154",3,1,"Hook","gold",9828.21,"514561330253","102079985899","Oliver Mitchell",""
"000000000154",4,1,"Load","Apples and jogging pants",5925.98,"156486653720","909559908614","Velma Smith",""
"000000000154",6,1,"Hook","Potatoes, engine parts and gold",4458.86,"","883971492629","Roberta Velazquez",""
"000000000154",7,1,"Hook","radium",6816.25,"","","Kevin Grimes",""
"000000000154",8,1,"Drop","Potatoes, lobsters and gold",7327.6,"193192888615","","Roberta Perry",""
"000000000155",2,1,"Hook","Dogfood and lobsters",7382.32,"563464502222","930296157043","Patricia Edwards",""
"000000000155",3,1,"Load","Apples, potatoes, ice cream cones and flash-frozen french fries",3566.7,"","308804482028","Isaiah Grimes",""
"000000000155",3,2,"Unload","Machinery and orange juice",5493.44,"","","Mitchell W. Anderson",""
"000000000155",4,1,"Load","Lobsters, uranium, Caesar salad mix and radium",6679.99,"","","Kevin I. Irvin",""
"000000000155",5,1,"Hook","Lobsters and apples",4716.97,"","44811876136","Patricia Williams",""
"000000000155",6,1,"Unload","Uranium and krazy glue",5505.86,"","452476722211","Quincy Harrison-Benitez",""
"000000000156",2,1,"Hook","potatoes",4691.62,"682252889068","952469585654","Nancy Kern",""
"000000000156",3,1,"Drop","potatoes",5019.76,"32910627658","642629092231","Louise Nelson",""
"000000000156",4,1,"Unload","Nylon stockings, jogging pants, windows and stovepipe hats",8587.62,"","376142890292","Roberta Yarbrough",""
"000000000156",7,1,"Unload","Ice cream cones, bricks, windows and x-ray machine parts",1704.76,"931968856999","289913559717","Ulysses V. French",""
"000000000156",8,1,"Unload","Potatoes, turtle eggs and Caesar salad mix",2729.33,"880465486982","","Kevin L. Edwards",""
"000000000157",2,1,"Hook","Apples and quilts",4184.62,"","708145791368","Harriet Yarbrough",""
"000000000157",4,1,"Unload","lobsters",6853.68,"","","Yancey Jackson",""
"000000000157",5,1,"Unload","X-ray machine parts and windows",2457.81,"791664981985","","Francis N. Kern-Perry",""
"000000000158",2,1,"Load","X-ray machine parts, flash-frozen french fries and orange juice",6722.73,"734012611638","","Nancy Y. Irvin",""
"000000000158",3,1,"Unload","Flash-frozen french fries, orange juice, potatoes and windows",271.6,"817096539049","666313752760","Eduardo Mitchell-Dawson",""
"000000000158",4,1,"Load","gold",2712.36,"686507614672","915909236420","Xaviera T. Kern",""
"000000000158",5,1,"Hook","Krazy glue, velvet and potatoes",5655.74,"614676511480","165570593267","Tammy Yarbrough-Thompson",""
"000000000158",5,2,"Drop","Machinery, turtle eggs and engine parts",4717.37,"972865302795","176337321754","Patricia R. Covington",""
"000000000158",6,1,"Unload","lobsters",1935.93,"226097130184","51550673683","Ulysses Thompson-French",""
"000000000158",7,1,"Load","Machinery and jogging pants",2394.11,"192765896275","","Quincy L. Smith-Grimes",""
"000000000158",7,2,"Drop","X-ray machine parts and turtle eggs",131.9,"71244709358","","Louise U. Kern",""
"000000000158",8,1,"Drop","Apples and orange juice",7467.93,"302397694315","","Betty P. Kern",""
"000000000158",9,1,"Drop","X-ray machine parts, ice cream cones and stovepipe hats",4017.75,"","","Tammy Xing",""
"000000000159",2,1,"Hook","Bricks, velvet, windows and machinery",4012.97,"861923292762","","Louise Harrison",""
"000000000159",6,1,"Hook","Yoyos, dogfood, machinery and krazy glue",5502.97,"","750928478083","William Kern",""
"000000000159",7,1,"Drop","Lobsters and krazy glue",2167.89,"834278404010","577033509925","Betty Perry",""
"000000000160",2,1,"Hook","x-ray machine parts",2671.62,"149980968129","678435223996","Kevin E. Underwood",""
"000000000160",4,1,"Unload","jogging pants",4464.89,"640007854430","176500024297","Nancy Dawson",""
"000000000161",2,1,"Load","X-ray machine parts, velvet and dogfood",171.26,"","753045365584","Charles T. Xing",""
"000000000161",4,1,"Hook","Engine parts, turtle eggs, hot dog buns and orange juice",1821.55,"","","Harriet B. Grimes",""
"000000000161",5,1,"Load","Potatoes and ice cream cones",6949.78,"717683981096","","Samuel H. Irvin",""
"000000000161",8,1,"Drop","Flash-frozen french fries and orange juice",1772.6,"","616917572909","William Harrison","Yancey Jackson"
"000000000161",9,1,"Unload","Quilts and gold",5074.75,"","199808432408","Samuel Williams-Smith",""
"000000000161",10,1,"Hook","Apples and x-ray machine parts",2543.88,"846600397692","","Betty Mitchell-Quasnoy",""
"000000000161",11,1,"Load","Uranium, velvet and yoyos",4750.34,"","11313003960","Danielle I. Mitchell","Isaiah Thompson-Mitchell"
"000000000161",11,2,"Unload","nylon stockings",9518.19,"508315745466","719800399411","Quincy V. Dawson",""
"000000000161",12,1,"Unload","engine parts",5933.51,"","301666076218","Oliver B. Mitchell",""
"000000000161",13,1,"Drop","Caesar salad mix, yoyos and gold",2330.52,"","611816982984","Betty G. Underwood",""
"000000000162",2,1,"Load","Potatoes and flash-frozen french fries",676.47,"102564400765","658583390186","Danielle B. Jackson",""
"000000000162",3,1,"Drop","Nylon stockings, lobsters and hot dog buns",6650.12,"19224502491","","Kevin A. Quasnoy Covington",""
"000000000162",4,1,"Load","Stovepipe hats, bricks, turtle eggs and hot dog buns",8258.91,"265957451117","","Francis B. Yarbrough",""
"000000000162",4,2,"Unload","Gold, x-ray machine parts and yoyos",4559.27,"786649285464","","Francis T. Mitchell",""
"000000000162",6,1,"Hook","Quilts, nylon stockings, gold and hot dog buns",5576.5,"120139685680","491065550098","William Irvin","Kevin G. Edwards"
"000000000162",6,2,"Unload","Turtle eggs and velvet",8925.74,"785098927947","96524111574","Yancey French Grimes",""
"000000000162",7,1,"Hook","Dogfood and jogging pants",3437.07,"","136947917519","Isaiah Velazquez","Janice Underwood"
"000000000162",7,2,"Unload","Potatoes, turtle eggs and hot dog buns",3589.81,"227234196723","","Quincy Underwood",""
"000000000162",8,1,"Hook","Radium and krazy glue",2983.43,"634017334194","","William Quasnoy",""
"000000000162",8,2,"Drop","Bricks and nylon stockings",4771.16,"341352422919","","Nancy H. Ramakrishnan",""
"000000000162",9,1,"Drop","Velvet and stovepipe hats",3277.63,"898227780676","49382670622","Charles Thompson",""
"000000000163",2,1,"Load","Nylon stockings and radium",2007.17,"589267121932","661536913418","Kevin T. Quasnoy",""
"000000000163",3,1,"Drop","Stovepipe hats, quilts and apples",4971.95,"","","Nancy Underwood",""
"000000000164",2,1,"Load","Bricks, engine parts, quilts and flash-frozen french fries",9247.28,"365843752901","73698790378","Nancy G. Irvin","Kevin H. Lewis-Anderson"
"000000000164",4,1,"Load","Radium, jogging pants, orange juice and apples",4752.74,"474696372592","","Harriet I. Underwood",""
"000000000164",4,2,"Unload","Engine parts and orange juice",3601.75,"","918517864202","Alfred Mitchell",""
"000000000164",7,1,"Hook","hot dog buns",324.91,"","216724297472","Nancy O'Toole",""
"000000000164",8,1,"Load","Lobsters and machinery",2585.45,"427754300967","","Francis R. Velazquez",""
"000000000164",9,1,"Load","X-ray machine parts and stovepipe hats",7288.45,"220381632917","209397801547","Betty Kern",""
"000000000164",10,1,"Hook","Nylon stockings, lobsters, jogging pants and quilts",8744.54,"588488354562","280178948526","Velma S. Underwood",""
"000000000164",10,2,"Unload","Bricks, lobsters, radium and machinery",9862.85,"","111810881694","Isaiah H. O'Toole",""
"000000000164",11,1,"Unload","Engine parts, flash-frozen french fries and nylon stockings",7307.48,"408106085940","","Alfred S. Velazquez",""
"000000000165",2,1,"Load","X-ray machine parts, machinery, ice cream cones and radium",7148.45,"546544106433","409211584056","Francis Nelson","Roberta Anderson"
"000000000165",3,1,"Drop","Gold and radium",5914.84,"","264815671180","Velma G. Mitchell",""
"000000000165",4,1,"Drop","Krazy glue and lobsters",7351.14,"40959433185","626762425434","William R. Smith",""
"000000000165",5,1,"Hook","Engine parts, hot dog buns and apples",7887.03,"","280196452027","Oliver Ramakrishnan-Grimes",""
"000000000165",6,1,"Unload","Jogging pants, Caesar salad mix, quilts and x-ray machine parts",5041.65,"902217458740","878624749661","William Lewis-Benitez",""
"000000000165",7,1,"Drop","X-ray machine parts and velvet",6745.43,"","","Oliver P. Harrison Grimes",""
"000000000166",2,1,"Hook","Turtle eggs and nylon stockings",3089.29,"544549750434","","Roberta Mitchell",""
"000000000166",3,1,"Hook","uranium",7046.36,"136252271390","","Patricia Velazquez Underwood",""
"000000000166",4,1,"Hook","Dogfood and quilts",7395.8,"753224718162","803461802577","Danielle Q. Smith",""
"000000000166",5,1,"Unload","quilts",6243.38,"726769420268","","Nancy U. Irvin",""
"000000000166",6,1,"Drop","machinery",8033.23,"","156936290855","Kevin S. Edwards",""
"000000000167",2,1,"Load","Quilts, nylon stockings and uranium",5701.7,"761593515862","","Velma M. Grimes",""
"000000000167",4,1,"Drop","nylon stockings",5982.67,"627601997270","","Ulysses Williams",""
"000000000167",5,1,"Drop","Caesar salad mix, quilts, gold and radium",7358.64,"140563424317","470563695540","Kevin Perry","Patricia J. Dawson"
"000000000168",2,1,"Load","Engine parts, dogfood and yoyos",5861.31,"219033797984","901015267102","Patricia Smith",""
"000000000168",3,1,"Hook","Caesar salad mix, flash-frozen french fries, hot dog buns and krazy glue",4787.55,"332501804672","653228897225","George Anderson",""
"000000000168",5,1,"Load","X-ray machine parts, orange juice and stovepipe hats",6457.97,"","672446844304","Harriet Nelson",""
"000000000168",5,2,"Drop","jogging pants",5870.61,"","516879354210","Harriet Thompson-Dawson",""
"000000000168",6,1,"Drop","Ice cream cones, hot dog buns, windows and machinery",6759.71,"","","Quincy Yarbrough",""
"000000000168",7,1,"Drop","Machinery, turtle eggs, hot dog buns and apples",2003.96,"871887364499","","Francis Kern",""
"000000000168",8,1,"Load","dogfood",733.74,"1838914512","538721122592","Oliver Perry Lewis",""
"000000000168",9,1,"Unload","Radium, Caesar salad mix, nylon stockings and bricks",8106.88,"191678612883","719282855619","Charles Ramakrishnan",""
"000000000169",2,1,"Hook","Engine parts and yoyos",890.57,"144139127877","11074044074","Eduardo Jackson",""
"000000000169",3,1,"Load","dogfood",5676.04,"","827708148369","George Velazquez",""
"000000000169",4,1,"Hook","Velvet, jogging pants, lobsters and gold",3154.99,"726945575330","846808654833","Roberta Lewis",""
"000000000169",5,1,"Hook","Bricks and yoyos",5273.65,"770396233738","622536582837","Quincy Xing",""
"000000000169",6,1,"Hook","Machinery, hot dog buns, ice cream cones and bricks",9794.5,"852292903974","973864252711","Tammy Covington","Louise Dawson"
"000000000169",7,1,"Drop","Apples, dogfood and nylon stockings",6140.39,"","561136379645","Mitchell Kern Grimes",""
"000000000170",2,1,"Load","machinery",6896.67,"","","Tammy Ramakrishnan",""
"000000000170",3,1,"Load","Potatoes, radium, gold and turtle eggs",9070.26,"38478537264","673699369578","Oliver G. Benitez",""
"000000000170",3,2,"Drop","Jogging pants, apples and turtle eggs",4963.91,"162129451272","","Quincy L. Xing-Yarbrough",""
"000000000170",4,1,"Load","Machinery, orange juice, dogfood and nylon stockings",169.5,"","474916577660","Samuel Lewis",""
"000000000170",4,2,"Unload","Uranium, ice cream cones and potatoes",2619.8,"605079403965","","Betty J. Benitez","Isaiah Velazquez"
"000000000170",5,1,"Hook","Quilts and x-ray machine parts",6602.83,"823776736329","14412460678","Eduardo Grimes",""
"000000000170",5,2,"Unload","bricks",9549.95,"837813671221","222576649723","Alfred Dawson Perry",""
"000000000170",6,1,"Drop","Hot dog buns, machinery and windows",2385.51,"","636105197498","Patricia Kern",""
"000000000171",2,1,"Hook","engine parts",4114.63,"485437674575","421273835471","William Harrison",""
"000000000171",3,1,"Hook","Jogging pants and x-ray machine parts",3780.86,"","105442095847","Samuel T. Benitez",""
"000000000171",4,1,"Unload","gold",2569.92,"","695897996928","Roberta D. Jackson",""
"000000000171",5,1,"Unload","Dogfood, gold, flash-frozen french fries and bricks",6507.61,"725051236587","","Alfred I. Ramakrishnan-Williams",""
"000000000171",6,1,"Drop","Flash-frozen french fries and orange juice",6121.2,"441459804893","14781201157","Patricia Mitchell",""
"000000000171",7,1,"Drop","Potatoes and orange juice",3982.74,"","479021858369","Betty Williams",""
"000000000171",8,1,"Unload","Potatoes, windows and lobsters",6502.93,"","163959437117","Samuel Irvin",""
"000000000171",10,1,"Hook","Lobsters and jogging pants",4071.74,"81925719683","120198042498","Samuel A. Williams",""
"000000000171",11,1,"Drop","Jogging pants, krazy glue and dogfood",4013.04,"","861973544917","Louise X. Perry",""
"000000000172",2,1,"Load","Windows, apples and x-ray machine parts",9630.39,"935465712928","","George A. Dawson",""
"000000000172",3,1,"Unload","Velvet, engine parts and flash-frozen french fries",1268.03,"113150112522","906954710220","Danielle L. Kern",""
"000000000172",4,1,"Unload","Gold, turtle eggs and stovepipe hats",6306.2,"780161525421","928723534630","Danielle Benitez",""
"000000000172",5,1,"Load","Hot dog buns and flash-frozen french fries",4758.44,"","914602336530","Danielle Y. Harrison",""
"000000000172",6,1,"Load","Lobsters, turtle eggs and Caesar salad mix",477.97,"482147689220","207622691735","Alfred Y. Dawson",""
"000000000172",7,1,"Load","Dogfood and radium",7057.68,"","318658448073","Quincy A. Irvin",""
"000000000172",8,1,"Hook","Yoyos and dogfood",4761.7,"","664432144839","Xaviera Yarbrough",""
"000000000172",9,1,"Drop","Nylon stockings, jogging pants and apples",4188.37,"381325890605","","Kevin G. Williams","Yancey N. Anderson"
"000000000172",10,1,"Drop","Krazy glue and apples",4463.85,"291147650631","","Kevin U. Ramakrishnan",""
"000000000172",13,1,"Drop","Engine parts, stovepipe hats and Caesar salad mix",6252.17,"657905590971","713596897382","Quincy Covington-Lewis",""
"000000000173",2,1,"Hook","Turtle eggs and bricks",6768.19,"784798977298","","Yancey N. French",""
"000000000173",3,1,"Hook","Machinery and apples",8420.4,"491189120582","387104205946","Harriet O'Toole",""
"000000000173",3,2,"Unload","dogfood",4918.59,"555749629854","891735165157","Francis E. O'Toole",""
"000000000173",4,1,"Hook","Caesar salad mix and x-ray machine parts",4151.42,"","308155388958","William Q. Ramakrishnan",""
"000000000173",4,2,"Drop","Windows, radium and lobsters",5490.58,"","","George H. Velazquez","George E. Benitez"
"000000000173",5,1,"Load","Dogfood, stovepipe hats and radium",7413.78,"268588136996","165576450651","Eduardo G. Williams",""
"000000000173",5,2,"Unload","Stovepipe hats and velvet",3758.22,"34851807736","","Alfred Grimes",""
"000000000173",7,1,"Hook","Windows, stovepipe hats, apples and Caesar salad mix",3281.91,"860293529316","436728078737","Alfred Benitez","Mitchell O. Jackson"
"000000000173",8,1,"Unload","Yoyos, jogging pants and radium",379.12,"","","Roberta Grimes",""
"000000000174",2,1,"Hook","Ice cream cones and Caesar salad mix",4506.32,"","","George N. Anderson",""
"000000000174",3,1,"Hook","Quilts, windows and krazy glue",6788.74,"435052659732","","Francis Velazquez",""
"000000000174",3,2,"Drop","turtle eggs",3426.2,"502594124435","518596343588","Samuel A. Underwood",""
"000000000174",5,1,"Load","Apples and quilts",3662.66,"424916497508","842768600811","Xaviera F. Irvin",""
"000000000174",5,2,"Unload","Turtle eggs, gold and engine parts",7525.74,"178906529447","774527506884","Charles Q. French",""
"000000000174",6,1,"Drop","Hot dog buns and apples",5569.89,"","","Janice P. O'Toole",""
"000000000175",2,1,"Hook","Flash-frozen french fries and orange juice",596.09,"300386226902","234545553500","Velma Mitchell",""
"000000000175",3,1,"Hook","lobsters",7633.62,"","","Samuel A. Irvin",""
"000000000175",4,1,"Drop","x-ray machine parts",2310.25,"410918882650","","Ulysses Anderson",""
"000000000175",5,1,"Unload","Dogfood, quilts, stovepipe hats and orange juice",4479.97,"401309300351","","Quincy R. Benitez-O'Toole",""
"000000000175",7,1,"Hook","Potatoes, gold and turtle eggs",5827.26,"681954253714","831779104824","Ulysses Dawson",""
"000000000175",7,2,"Unload","Radium and nylon stockings",5082.45,"94888167926","61331965523","Janice O. Dawson","Louise Benitez"
"000000000175",8,1,"Drop","stovepipe hats",6490.03,"691741070062","343722801641","George D. Perry",""
"000000000175",9,1,"Drop","Machinery, yoyos and windows",8547.02,"910174896080","743340725552","Charles Yarbrough",""
"000000000176",2,1,"Hook","Machinery, lobsters and velvet",2346.13,"301642407948","655270715850","Velma Williams",""
"000000000176",3,1,"Load","Quilts and jogging pants",343.34,"905197703830","971255388899","Nancy Underwood-Thompson",""
"000000000176",3,2,"Unload","Velvet, flash-frozen french fries and lobsters",9098.4,"813363293068","288658027846","Velma I. Nelson",""
"000000000176",7,1,"Load","Hot dog buns, potatoes and lobsters",4107.2,"","","Samuel Y. Dawson",""
"000000000176",8,1,"Drop","Velvet and nylon stockings",4712.73,"61225125551","","Danielle Yarbrough-O'Toole",""
"000000000177",2,1,"Hook","x-ray machine parts",1036.07,"488212867266","","Samuel Quasnoy","Danielle Harrison"
"000000000177",4,1,"Load","Uranium and Caesar salad mix",8001.19,"754993304301","440742415836","Mitchell H. Quasnoy-Anderson",""
"000000000177",4,2,"Drop","X-ray machine parts and lobsters",8168.49,"","271869223447","Samuel Anderson","Samuel F. Yarbrough-Benitez"
"000000000177",6,1,"Hook","Turtle eggs, machinery, yoyos and dogfood",4248.92,"15434697112","560797017243","Eduardo Quasnoy",""
"000000000177",6,2,"Unload","engine parts",5138.94,"509302541830","","George Nelson-Dawson",""
"000000000177",7,1,"Hook","Uranium, nylon stockings, flash-frozen french fries and engine parts",724.71,"384708264723","301022176323","Eduardo Underwood Velazquez",""
"000000000177",9,1,"Hook","ice cream cones",1547.34,"416710997763","220190396886","Louise Jackson",""
"000000000177",10,1,"Drop","Apples, nylon stockings and flash-frozen french fries",1722.14,"18789030387","","Roberta D. Benitez",""
"000000000178",2,1,"Load","Ice cream cones, windows, engine parts and jogging pants",4144.46,"168931167336","810183414867","Eduardo I. Xing",""
"000000000178",3,1,"Hook","stovepipe hats",2114.73,"","606516541569","Mitchell S. Thompson",""
"000000000178",3,2,"Drop","Caesar salad mix, orange juice, engine parts and uranium",9978.22,"521785794081","224788564555","Charles Jackson",""
"000000000178",5,1,"Load","Caesar salad mix, stovepipe hats and bricks",8610.31,"895496181317","915688578623","Roberta Thompson-Williams",""
"000000000178",5,2,"Drop","turtle eggs",8773.21,"506403611950","954505088146","Harriet Mitchell",""
"000000000178",7,1,"Drop","uranium",1031.87,"816903119696","86278428312","William Y. Grimes",""
"000000000179",2,1,"Hook","lobsters",4928.88,"","791724065348","Nancy Irvin",""
"000000000179",4,1,"Load","Velvet, lobsters, dogfood and ice cream cones",7512.24,"","267234208724","William O. Grimes",""
"000000000179",4,2,"Unload","Nylon stockings, flash-frozen french fries and windows",3942,"4247272854","326064024965","Velma Underwood",""
"000000000179",5,1,"Load","Radium, nylon stockings and orange juice",4881.63,"","","Eduardo M. Ramakrishnan",""
"000000000179",5,2,"Drop","Potatoes, krazy glue and dogfood",4457.57,"880159263364","908919880750","George Benitez Smith",""
"000000000179",6,1,"Hook","Orange juice, lobsters and stovepipe hats",4909.52,"831353612964","","Quincy G. Perry",""
"000000000179",7,1,"Hook","Dogfood and jogging pants",203.38,"967076448152","454639642347","Ulysses A. O'Toole",""
"000000000179",8,1,"Load","Yoyos, bricks and Caesar salad mix",4785.08,"","","William H. Irvin",""
"000000000179",8,2,"Drop","Machinery, hot dog buns and dogfood",7920.1,"325820785512","","Janice Mitchell",""
"000000000179",9,1,"Load","Lobsters and yoyos",9784.61,"283242669752","288397586891","Harriet D. Jackson",""
"000000000179",9,2,"Unload","engine parts",1507.06,"","","Samuel R. Williams",""
"000000000179",10,1,"Drop","Machinery, jogging pants and velvet",9463.02,"","366280979461","Velma R. Kern",""
"000000000180",2,1,"Hook","gold",448.31,"","80148104069","Alfred Grimes-Velazquez",""
"000000000180",3,1,"Drop","Hot dog buns, orange juice and radium",2141.16,"","","Eduardo Quasnoy",""
